t,hour,customer_id,category,uid,qty,cause
294,0,199,Dairy and Eggs,,14,closed
294,0,199,Frozen Foods,,4,closed
294,0,199,Pantry Staples and Packaged Goods,,3,closed
294,0,199,Meat and Poultry,,4,closed
294,0,199,Fresh Produce,,4,closed
294,0,199,Seafood,,1,closed
294,0,199,Bakery and Bread,,1,closed
294,0,199,Household and Cleaning Supplies,,1,closed
294,9,103,Dairy and Eggs,,3,outside
294,9,103,Meat and Poultry,,1,outside
294,9,103,Pantry Staples and Packaged Goods,PP-CNG-004,3,budget
294,9,103,Frozen Foods,,3,budget
294,9,103,Beverages (Non-Alcoholic),,3,budget
294,10,37,Bakery and Bread,BB-FBR-009,4,budget
294,10,37,Dairy and Eggs,,6,budget
294,10,64,Pantry Staples and Packaged Goods,,2,outside
294,10,64,Meat and Poultry,,4,outside
294,10,64,Personal Care and Health,,1,outside
294,10,64,Beverages (Non-Alcoholic),,2,outside
294,10,64,Dairy and Eggs,DE-CRE-009,3,budget
294,10,64,Seafood,,1,budget
294,10,245,Frozen Foods,,6,outside
294,10,245,Beverages (Non-Alcoholic),,4,outside
294,10,245,Meat and Poultry,,2,outside
294,10,245,Pantry Staples and Packaged Goods,,5,outside
294,11,40,Dairy and Eggs,DE-MIL-007,9,budget
294,11,40,Frozen Foods,,6,budget
294,11,40,Meat and Poultry,,5,budget
294,11,40,Fresh Produce,,6,budget
294,11,40,Pantry Staples and Packaged Goods,,3,budget
294,11,40,Beverages (Non-Alcoholic),,4,budget
294,11,40,Bakery and Bread,,5,budget
294,11,40,Alcoholic Beverages,,1,budget
294,11,40,Snacks and Confectionery,,1,budget
294,11,102,Beverages (Non-Alcoholic),,2,outside
294,11,102,Bakery and Bread,,6,outside
294,11,132,Fresh Produce,FP-VEG-007,7,budget
294,11,132,Dairy and Eggs,,24,budget
294,11,165,Pantry Staples and Packaged Goods,PP-CNG-006,1,budget
294,11,165,Frozen Foods,,3,budget
294,11,165,Seafood,,1,budget
294,12,243,Beverages (Non-Alcoholic),,5,outside
294,12,243,Fresh Produce,,3,outside
294,12,243,Meat and Poultry,,2,outside
294,12,243,Bakery and Bread,,2,outside
294,13,39,Pantry Staples and Packaged Goods,,9,outside
294,13,39,Frozen Foods,,3,outside
294,13,39,Beverages (Non-Alcoholic),,2,outside
294,13,39,Fresh Produce,FP-VEG-008,1,stockout
294,13,63,Seafood,SF-SPR-009,2,budget
294,13,140,Bakery and Bread,BB-BKG-007,5,stockout
294,13,140,Bakery and Bread,BB-BKG-009,5,budget
294,13,140,Dairy and Eggs,,9,budget
294,13,140,Fresh Produce,,5,budget
294,13,140,Pantry Staples and Packaged Goods,,8,budget
294,13,140,Seafood,,1,budget
294,13,140,Snacks and Confectionery,,1,budget
294,13,140,Beverages (Non-Alcoholic),,4,budget
294,13,140,Frozen Foods,,4,budget
294,13,155,Personal Care and Health,PH-HYG-001,1,stockout
294,13,155,Personal Care and Health,PH-OTC-012,1,budget
294,13,155,Seafood,,2,budget
294,13,155,Dairy and Eggs,,10,budget
294,13,155,Snacks and Confectionery,,1,budget
294,13,155,Meat and Poultry,,2,budget
294,13,155,Alcoholic Beverages,,1,budget
294,13,155,Household and Cleaning Supplies,,1,budget
294,14,54,Bakery and Bread,,2,outside
294,14,54,Pantry Staples and Packaged Goods,,2,outside
294,14,84,Beverages (Non-Alcoholic),BN-BTW-009,1,stockout
294,14,84,Household and Cleaning Supplies,HC-DET-010,1,budget
294,15,70,Meat and Poultry,MP-POR-007,1,budget
294,15,70,Pantry Staples and Packaged Goods,,7,budget
294,15,70,Dairy and Eggs,,7,budget
294,15,70,Bakery and Bread,,2,budget
294,15,94,Dairy and Eggs,DE-MIL-009,1,stockout
294,15,94,Dairy and Eggs,DE-MIL-007,1,budget
294,15,94,Bakery and Bread,,3,budget
294,16,107,Fresh Produce,FP-HER-008,7,budget
294,16,107,Pantry Staples and Packaged Goods,,9,budget
294,16,107,Dairy and Eggs,,11,budget
294,16,107,Meat and Poultry,,4,budget
294,16,107,Frozen Foods,,4,budget
294,16,107,Beverages (Non-Alcoholic),,4,budget
294,16,107,Personal Care and Health,,1,budget
294,16,107,Alcoholic Beverages,,1,budget
294,16,107,Bakery and Bread,,10,budget
294,16,128,Meat and Poultry,MP-PRM-007,2,budget
294,16,128,Beverages (Non-Alcoholic),,4,budget
294,16,184,Beverages (Non-Alcoholic),,8,outside
294,16,184,Meat and Poultry,,2,outside
294,16,184,Pantry Staples and Packaged Goods,PP-CNG-007,2,stockout
294,16,184,Pantry Staples and Packaged Goods,PP-CNG-006,2,budget
294,16,184,Seafood,,2,budget
294,16,184,Snacks and Confectionery,,1,budget
294,17,46,Meat and Poultry,,3,outside
294,17,95,Dairy and Eggs,DE-MIL-009,6,stockout
294,17,95,Dairy and Eggs,DE-MIL-007,6,budget
294,17,95,Frozen Foods,,4,budget
294,17,95,Pantry Staples and Packaged Goods,,5,budget
294,17,95,Meat and Poultry,,3,budget
294,17,209,Bakery and Bread,BB-BKG-008,4,budget
294,17,209,Personal Care and Health,,1,budget
294,17,209,Dairy and Eggs,,12,budget
294,17,209,Seafood,,2,budget
294,17,209,Pantry Staples and Packaged Goods,,9,budget
294,17,209,Snacks and Confectionery,,2,budget
294,17,209,Fresh Produce,,5,budget
294,17,209,Frozen Foods,,5,budget
294,17,223,Alcoholic Beverages,AB-SPI-001,1,budget
294,17,255,Personal Care and Health,PH-WEL-012,1,budget
294,17,255,Seafood,,1,budget
294,17,255,Snacks and Confectionery,,1,budget
294,18,78,Beverages (Non-Alcoholic),BN-BTW-009,1,budget
294,18,78,Dairy and Eggs,,7,budget
294,18,78,Fresh Produce,,2,budget
294,18,78,Meat and Poultry,,3,budget
294,18,78,Pantry Staples and Packaged Goods,,16,budget
294,18,78,Frozen Foods,,3,budget
294,18,97,Snacks and Confectionery,SC-CAN-002,1,budget
294,18,97,Pantry Staples and Packaged Goods,,5,budget
294,18,126,Pantry Staples and Packaged Goods,,9,outside
294,18,126,Alcoholic Beverages,AB-WIN-005,1,budget
294,18,126,Personal Care and Health,,1,budget
294,18,126,Seafood,,2,budget
294,18,225,Frozen Foods,,2,outside
294,18,225,Fresh Produce,FP-FRU-005,1,stockout
294,18,225,Fresh Produce,FP-HER-007,1,budget
294,18,225,Bakery and Bread,,9,budget
294,18,225,Dairy and Eggs,,6,budget
294,18,225,Alcoholic Beverages,,1,budget
294,18,236,Dairy and Eggs,,6,outside
294,18,236,Fresh Produce,,4,outside
294,18,236,Bakery and Bread,,2,outside
294,19,45,Bakery and Bread,,2,outside
294,19,45,Pantry Staples and Packaged Goods,PP-CNG-007,2,stockout
294,19,45,Personal Care and Health,PH-VIT-011,1,budget
294,19,45,Seafood,,1,budget
294,19,45,Snacks and Confectionery,,1,budget
294,19,59,Frozen Foods,,7,outside
294,19,59,Meat and Poultry,,4,outside
294,20,73,Alcoholic Beverages,,1,closed
294,20,73,Dairy and Eggs,,24,closed
294,20,73,Personal Care and Health,,1,closed
294,20,73,Bakery and Bread,,11,closed
294,20,73,Seafood,,6,closed
294,20,73,Pantry Staples and Packaged Goods,,6,closed
294,20,73,Beverages (Non-Alcoholic),,4,closed
294,20,73,Fresh Produce,,6,closed
294,20,73,Meat and Poultry,,2,closed
294,20,73,Household and Cleaning Supplies,,1,closed
294,20,73,Frozen Foods,,1,closed
294,20,208,Personal Care and Health,,1,closed
294,20,208,Meat and Poultry,,4,closed
294,20,208,Dairy and Eggs,,20,closed
294,20,208,Bakery and Bread,,9,closed
294,20,208,Fresh Produce,,3,closed
294,20,208,Beverages (Non-Alcoholic),,5,closed
294,20,208,Frozen Foods,,5,closed
294,20,208,Pantry Staples and Packaged Goods,,4,closed
294,20,208,Snacks and Confectionery,,2,closed
294,21,218,Snacks and Confectionery,,1,closed
294,21,218,Seafood,,1,closed
294,21,218,Personal Care and Health,,1,closed
294,21,218,Pantry Staples and Packaged Goods,,6,closed
294,21,218,Meat and Poultry,,2,closed
294,21,253,Bakery and Bread,,13,closed
294,21,253,Beverages (Non-Alcoholic),,11,closed
294,21,253,Dairy and Eggs,,27,closed
294,21,253,Fresh Produce,,9,closed
294,21,253,Household and Cleaning Supplies,,1,closed
294,21,253,Frozen Foods,,3,closed
294,21,253,Meat and Poultry,,9,closed
294,21,253,Pantry Staples and Packaged Goods,,9,closed
294,21,253,Snacks and Confectionery,,2,closed
294,21,253,Seafood,,1,closed
294,21,253,Alcoholic Beverages,,1,closed
294,22,145,Beverages (Non-Alcoholic),,3,closed
294,22,145,Household and Cleaning Supplies,,1,closed
294,22,145,Frozen Foods,,7,closed
294,22,145,Fresh Produce,,6,closed
294,22,145,Meat and Poultry,,3,closed
294,22,145,Pantry Staples and Packaged Goods,,4,closed
294,22,145,Snacks and Confectionery,,2,closed
294,22,145,Dairy and Eggs,,6,closed
294,22,145,Bakery and Bread,,5,closed
295,7,0,Bakery and Bread,,12,closed
295,7,0,Beverages (Non-Alcoholic),,3,closed
295,7,0,Dairy and Eggs,,7,closed
295,7,0,Fresh Produce,,3,closed
295,7,0,Meat and Poultry,,5,closed
295,7,0,Frozen Foods,,4,closed
295,7,0,Seafood,,2,closed
295,7,0,Pantry Staples and Packaged Goods,,7,closed
295,7,0,Snacks and Confectionery,,2,closed
295,8,19,Bakery and Bread,,4,outside
295,8,19,Meat and Poultry,,2,outside
295,10,80,Pantry Staples and Packaged Goods,,5,outside
295,12,21,Beverages (Non-Alcoholic),,2,outside
295,12,21,Pantry Staples and Packaged Goods,,6,outside
295,12,21,Meat and Poultry,,6,outside
295,12,21,Frozen Foods,,3,outside
295,12,21,Alcoholic Beverages,AB-SPI-012,1,budget
295,12,130,Dairy and Eggs,DE-MIL-009,1,stockout
295,12,130,Dairy and Eggs,DE-MIL-007,1,budget
295,12,130,Fresh Produce,,5,budget
295,12,130,Frozen Foods,,2,budget
295,12,130,Meat and Poultry,,1,budget
295,12,130,Pantry Staples and Packaged Goods,,8,budget
295,12,130,Seafood,,4,budget
295,12,130,Personal Care and Health,,1,budget
295,12,130,Household and Cleaning Supplies,,1,budget
295,12,202,Beverages (Non-Alcoholic),,2,outside
295,12,202,Frozen Foods,,5,outside
295,12,202,Pantry Staples and Packaged Goods,,4,outside
295,12,202,Bakery and Bread,,2,outside
295,13,1,Dairy and Eggs,,2,outside
295,13,1,Meat and Poultry,MP-PRM-007,2,stockout
295,13,1,Pantry Staples and Packaged Goods,PP-PAS-011,6,budget
295,13,1,Personal Care and Health,,1,budget
295,13,1,Seafood,,2,budget
295,13,1,Snacks and Confectionery,,2,budget
295,13,1,Alcoholic Beverages,,1,budget
295,13,78,Fresh Produce,,1,outside
295,13,238,Snacks and Confectionery,,1,outside
295,14,65,Beverages (Non-Alcoholic),,2,outside
295,14,65,Personal Care and Health,PH-OTC-002,1,budget
295,14,65,Snacks and Confectionery,,1,budget
295,15,52,Household and Cleaning Supplies,HC-KIT-010,1,budget
295,15,52,Meat and Poultry,,2,budget
295,15,103,Pantry Staples and Packaged Goods,,2,outside
295,16,134,Seafood,,2,outside
295,16,134,Fresh Produce,FP-HER-008,1,stockout
295,17,156,Bakery and Bread,,10,outside
295,17,156,Frozen Foods,,5,outside
295,17,156,Meat and Poultry,MP-PRM-006,2,budget
295,17,156,Snacks and Confectionery,,1,budget
295,17,218,Meat and Poultry,MP-PRM-007,1,budget
295,18,7,Snacks and Confectionery,,1,outside
295,18,45,Meat and Poultry,,4,outside
295,18,45,Beverages (Non-Alcoholic),,2,outside
295,18,45,Household and Cleaning Supplies,HC-CAG-011,1,budget
295,18,114,Seafood,SF-SPR-007,1,stockout
295,18,114,Seafood,SF-SPR-004,1,budget
295,18,114,Snacks and Confectionery,,2,budget
295,18,114,Personal Care and Health,,1,budget
295,19,109,Meat and Poultry,,2,outside
295,19,254,Dairy and Eggs,,6,outside
295,19,254,Meat and Poultry,,1,outside
295,19,254,Pantry Staples and Packaged Goods,,2,outside
295,19,254,Seafood,SF-SPR-007,1,budget
295,19,254,Snacks and Confectionery,,2,budget
295,19,254,Beverages (Non-Alcoholic),,5,budget
295,20,63,Meat and Poultry,,4,closed
295,20,63,Seafood,,4,closed
295,20,141,Alcoholic Beverages,,1,closed
295,20,141,Bakery and Bread,,2,closed
295,20,141,Beverages (Non-Alcoholic),,3,closed
295,20,141,Dairy and Eggs,,7,closed
295,20,141,Fresh Produce,,9,closed
295,20,141,Frozen Foods,,3,closed
295,20,141,Meat and Poultry,,2,closed
295,20,141,Pantry Staples and Packaged Goods,,3,closed
295,20,141,Snacks and Confectionery,,1,closed
295,20,141,Seafood,,1,closed
295,21,140,Dairy and Eggs,,9,closed
295,21,140,Beverages (Non-Alcoholic),,4,closed
295,21,140,Frozen Foods,,4,closed
295,21,140,Fresh Produce,,5,closed
295,21,140,Seafood,,1,closed
295,21,140,Snacks and Confectionery,,1,closed
295,21,140,Pantry Staples and Packaged Goods,,8,closed
295,21,140,Bakery and Bread,,15,closed
296,8,222,Bakery and Bread,,5,outside
296,8,222,Beverages (Non-Alcoholic),,2,outside
296,8,222,Fresh Produce,,6,outside
296,9,101,Dairy and Eggs,,9,outside
296,9,101,Pantry Staples and Packaged Goods,,3,outside
296,9,101,Bakery and Bread,BB-FBR-009,3,budget
296,9,101,Meat and Poultry,,4,budget
296,9,101,Frozen Foods,,2,budget
296,9,195,Pantry Staples and Packaged Goods,,1,outside
296,9,195,Alcoholic Beverages,AB-WIN-004,1,budget
296,9,195,Meat and Poultry,,1,budget
296,9,195,Seafood,,1,budget
296,9,195,Snacks and Confectionery,,1,budget
296,10,2,Pantry Staples and Packaged Goods,,6,outside
296,10,2,Meat and Poultry,,4,outside
296,10,2,Seafood,,1,outside
296,10,24,Bakery and Bread,,5,outside
296,10,24,Beverages (Non-Alcoholic),BN-COF-009,4,budget
296,10,24,Meat and Poultry,,3,budget
296,10,114,Snacks and Confectionery,SC-NUT-003,1,budget
296,10,150,Fresh Produce,,2,outside
296,11,9,Meat and Poultry,,3,outside
296,11,9,Pantry Staples and Packaged Goods,PP-CNG-004,4,stockout
296,11,9,Pantry Staples and Packaged Goods,PP-CNG-007,3,stockout
296,11,9,Seafood,SF-SPR-008,1,budget
296,11,9,Snacks and Confectionery,,1,budget
296,11,9,Alcoholic Beverages,,1,budget
296,11,165,Pantry Staples and Packaged Goods,,2,outside
296,11,165,Beverages (Non-Alcoholic),,1,outside
296,11,165,Snacks and Confectionery,SC-COO-011,1,budget
296,11,165,Fresh Produce,,1,budget
296,11,165,Meat and Poultry,,2,budget
296,11,182,Fresh Produce,FP-VEG-008,1,stockout
296,11,182,Fresh Produce,FP-VEG-007,1,budget
296,11,182,Meat and Poultry,,3,budget
296,11,182,Pantry Staples and Packaged Goods,,6,budget
296,11,182,Dairy and Eggs,,13,budget
296,11,182,Frozen Foods,,13,budget
296,11,182,Seafood,,2,budget
296,11,182,Snacks and Confectionery,,2,budget
296,11,182,Personal Care and Health,,1,budget
296,11,182,Household and Cleaning Supplies,,1,budget
296,12,5,Fresh Produce,FP-HER-009,6,stockout
296,12,5,Fresh Produce,FP-VEG-008,6,budget
296,12,5,Beverages (Non-Alcoholic),,3,budget
296,12,5,Frozen Foods,,2,budget
296,12,5,Snacks and Confectionery,,2,budget
296,12,84,Frozen Foods,,2,outside
296,12,84,Dairy and Eggs,,8,outside
296,12,84,Fresh Produce,,6,outside
296,12,84,Personal Care and Health,PH-WEL-012,1,budget
296,12,84,Meat and Poultry,,1,budget
296,12,84,Alcoholic Beverages,,1,budget
296,16,66,Meat and Poultry,MP-PRM-007,1,stockout
296,16,66,Snacks and Confectionery,SC-SAV-003,1,budget
296,16,119,Dairy and Eggs,,10,outside
296,17,68,Frozen Foods,,4,outside
296,17,68,Meat and Poultry,,2,outside
296,17,68,Pantry Staples and Packaged Goods,,8,outside
296,17,220,Meat and Poultry,MP-PRM-007,2,stockout
296,17,220,Meat and Poultry,MP-POR-007,2,budget
296,17,220,Pantry Staples and Packaged Goods,,10,budget
296,17,220,Personal Care and Health,,1,budget
296,17,220,Seafood,,2,budget
296,17,220,Bakery and Bread,,6,budget
296,17,220,Snacks and Confectionery,,1,budget
296,18,18,Beverages (Non-Alcoholic),,2,outside
296,18,58,Pantry Staples and Packaged Goods,,5,outside
296,18,58,Frozen Foods,,2,outside
296,18,58,Personal Care and Health,PH-HYG-012,1,budget
296,18,58,Fresh Produce,,4,budget
296,18,159,Frozen Foods,,2,outside
296,18,159,Snacks and Confectionery,SC-CAN-011,1,budget
296,19,8,Pantry Staples and Packaged Goods,,4,outside
296,19,149,Dairy and Eggs,,6,outside
296,19,149,Fresh Produce,,6,outside
296,19,149,Beverages (Non-Alcoholic),,1,outside
296,19,168,Snacks and Confectionery,SC-CHO-012,1,budget
296,20,23,Frozen Foods,,3,closed
296,20,23,Dairy and Eggs,,8,closed
296,20,23,Fresh Produce,,8,closed
296,20,23,Meat and Poultry,,3,closed
296,20,23,Snacks and Confectionery,,2,closed
296,20,97,Snacks and Confectionery,,1,closed
296,20,97,Pantry Staples and Packaged Goods,,6,closed
296,20,97,Seafood,,1,closed
296,20,97,Bakery and Bread,,7,closed
296,20,97,Meat and Poultry,,2,closed
296,20,97,Dairy and Eggs,,8,closed
296,20,97,Fresh Produce,,6,closed
296,20,97,Beverages (Non-Alcoholic),,4,closed
296,20,97,Frozen Foods,,3,closed
296,20,97,Personal Care and Health,,1,closed
296,20,232,Alcoholic Beverages,,1,closed
296,20,232,Bakery and Bread,,4,closed
296,20,232,Dairy and Eggs,,18,closed
296,20,232,Fresh Produce,,5,closed
296,20,232,Meat and Poultry,,5,closed
296,20,232,Frozen Foods,,3,closed
296,20,232,Personal Care and Health,,1,closed
296,20,232,Pantry Staples and Packaged Goods,,8,closed
296,20,232,Seafood,,5,closed
296,20,232,Snacks and Confectionery,,1,closed
296,20,232,Beverages (Non-Alcoholic),,1,closed
296,22,236,Bakery and Bread,,6,closed
297,0,216,Seafood,,2,closed
297,0,216,Snacks and Confectionery,,2,closed
297,0,216,Personal Care and Health,,1,closed
297,0,216,Meat and Poultry,,6,closed
297,0,216,Fresh Produce,,9,closed
297,0,216,Dairy and Eggs,,11,closed
297,0,216,Frozen Foods,,10,closed
297,0,216,Bakery and Bread,,4,closed
297,0,216,Pantry Staples and Packaged Goods,,5,closed
297,0,216,Beverages (Non-Alcoholic),,3,closed
297,5,135,Bakery and Bread,,17,closed
297,5,135,Snacks and Confectionery,,4,closed
297,5,135,Beverages (Non-Alcoholic),,6,closed
297,5,135,Pantry Staples and Packaged Goods,,8,closed
297,5,135,Fresh Produce,,9,closed
297,5,135,Meat and Poultry,,6,closed
297,5,135,Frozen Foods,,5,closed
297,5,135,Alcoholic Beverages,,1,closed
297,5,135,Dairy and Eggs,,5,closed
297,5,135,Household and Cleaning Supplies,,1,closed
297,5,135,Seafood,,1,closed
297,6,224,Alcoholic Beverages,,1,closed
297,6,224,Bakery and Bread,,17,closed
297,6,224,Beverages (Non-Alcoholic),,9,closed
297,6,224,Dairy and Eggs,,25,closed
297,6,224,Fresh Produce,,10,closed
297,6,224,Frozen Foods,,11,closed
297,6,224,Meat and Poultry,,3,closed
297,6,224,Pantry Staples and Packaged Goods,,9,closed
297,6,224,Seafood,,3,closed
297,7,56,Pantry Staples and Packaged Goods,,9,closed
297,7,56,Personal Care and Health,,1,closed
297,7,56,Dairy and Eggs,,10,closed
297,7,56,Beverages (Non-Alcoholic),,3,closed
297,7,56,Bakery and Bread,,3,closed
297,7,56,Fresh Produce,,6,closed
297,7,56,Frozen Foods,,2,closed
297,7,56,Meat and Poultry,,2,closed
297,7,56,Snacks and Confectionery,,1,closed
297,8,145,Household and Cleaning Supplies,HC-PAP-001,1,budget
297,8,145,Meat and Poultry,,3,budget
297,8,145,Pantry Staples and Packaged Goods,,4,budget
297,8,145,Snacks and Confectionery,,2,budget
297,8,145,Seafood,,1,budget
297,9,34,Beverages (Non-Alcoholic),,2,outside
297,9,34,Pantry Staples and Packaged Goods,,4,outside
297,9,34,Seafood,,1,outside
297,9,34,Bakery and Bread,,5,outside
297,9,87,Beverages (Non-Alcoholic),,2,outside
297,9,87,Pantry Staples and Packaged Goods,,4,outside
297,9,87,Fresh Produce,,1,outside
297,9,87,Snacks and Confectionery,SC-COO-002,1,budget
297,9,223,Pantry Staples and Packaged Goods,,2,outside
297,9,223,Frozen Foods,,3,outside
297,9,223,Meat and Poultry,MP-PRM-007,2,budget
297,9,223,Snacks and Confectionery,,2,budget
297,9,223,Personal Care and Health,,1,budget
297,9,223,Bakery and Bread,,1,budget
297,10,37,Fresh Produce,,2,outside
297,10,37,Bakery and Bread,,5,outside
297,10,230,Meat and Poultry,MP-PRM-007,1,stockout
297,10,230,Meat and Poultry,MP-POR-007,1,budget
297,10,230,Bakery and Bread,,8,budget
297,10,230,Pantry Staples and Packaged Goods,,4,budget
297,10,230,Dairy and Eggs,,7,budget
297,10,230,Fresh Produce,,2,budget
297,10,230,Frozen Foods,,2,budget
297,10,230,Beverages (Non-Alcoholic),,1,budget
297,11,103,Meat and Poultry,,1,outside
297,11,203,Fresh Produce,,2,outside
297,12,72,Dairy and Eggs,,4,outside
297,12,72,Snacks and Confectionery,SC-NUT-011,1,budget
297,12,72,Pantry Staples and Packaged Goods,,3,budget
297,12,72,Beverages (Non-Alcoholic),,3,budget
297,12,72,Frozen Foods,,2,budget
297,12,159,Snacks and Confectionery,SC-COO-003,1,budget
297,12,159,Pantry Staples and Packaged Goods,,5,budget
297,12,159,Dairy and Eggs,,12,budget
297,12,159,Beverages (Non-Alcoholic),,2,budget
297,12,159,Fresh Produce,,4,budget
297,12,159,Meat and Poultry,,1,budget
297,12,159,Frozen Foods,,2,budget
297,12,159,Alcoholic Beverages,,1,budget
297,12,159,Bakery and Bread,,2,budget
297,12,159,Seafood,,1,budget
297,12,166,Pantry Staples and Packaged Goods,,2,outside
297,12,246,Beverages (Non-Alcoholic),,2,outside
297,13,63,Beverages (Non-Alcoholic),,2,outside
297,13,132,Meat and Poultry,,2,outside
297,13,132,Frozen Foods,,3,outside
297,13,211,Meat and Poultry,,3,outside
297,13,258,Fresh Produce,,8,outside
297,13,258,Alcoholic Beverages,,1,outside
297,14,125,Bakery and Bread,,5,outside
297,14,125,Fresh Produce,,5,outside
297,14,125,Frozen Foods,,5,outside
297,14,188,Meat and Poultry,,4,outside
297,14,188,Fresh Produce,,6,outside
297,14,188,Pantry Staples and Packaged Goods,,2,outside
297,14,188,Frozen Foods,,6,outside
297,14,188,Seafood,SF-SHL-009,1,budget
297,14,219,Bakery and Bread,BB-FBR-009,2,budget
297,14,219,Beverages (Non-Alcoholic),,2,budget
297,15,71,Pantry Staples and Packaged Goods,,2,outside
297,15,139,Seafood,,1,outside
297,15,139,Dairy and Eggs,DE-MIL-007,2,stockout
297,15,139,Dairy and Eggs,DE-MIL-009,2,budget
297,15,139,Snacks and Confectionery,,2,budget
297,15,139,Pantry Staples and Packaged Goods,,4,budget
297,15,176,Fresh Produce,,3,outside
297,16,30,Bakery and Bread,,9,outside
297,16,30,Alcoholic Beverages,AB-SPI-001,1,budget
297,16,30,Beverages (Non-Alcoholic),,2,budget
297,16,30,Pantry Staples and Packaged Goods,,4,budget
297,16,30,Frozen Foods,,4,budget
297,16,30,Dairy and Eggs,,6,budget
297,16,30,Meat and Poultry,,2,budget
297,16,79,Meat and Poultry,,3,outside
297,16,79,Pantry Staples and Packaged Goods,,5,outside
297,16,79,Beverages (Non-Alcoholic),,4,outside
297,16,79,Snacks and Confectionery,SC-CHO-012,1,stockout
297,16,235,Bakery and Bread,,2,outside
297,16,235,Fresh Produce,,3,outside
297,17,20,Frozen Foods,,5,outside
297,17,20,Fresh Produce,,6,outside
297,17,20,Household and Cleaning Supplies,HC-DET-005,1,budget
297,17,62,Bakery and Bread,,2,outside
297,17,62,Seafood,SF-SPR-009,1,stockout
297,17,62,Seafood,SF-SPR-004,1,budget
297,17,62,Snacks and Confectionery,,4,budget
297,17,127,Personal Care and Health,PH-WEL-012,1,budget
297,17,127,Seafood,,3,budget
297,17,127,Snacks and Confectionery,,2,budget
297,18,98,Bakery and Bread,,5,outside
297,18,98,Fresh Produce,,4,outside
297,18,98,Frozen Foods,,2,outside
297,18,98,Meat and Poultry,,2,outside
297,18,106,Fresh Produce,,3,outside
297,18,106,Pantry Staples and Packaged Goods,,2,outside
297,18,124,Bakery and Bread,,2,outside
297,18,124,Dairy and Eggs,,6,outside
297,18,124,Frozen Foods,,4,outside
297,19,108,Dairy and Eggs,,5,outside
297,19,121,Frozen Foods,,2,outside
297,19,123,Bakery and Bread,,1,outside
297,19,129,Pantry Staples and Packaged Goods,PP-OIL-005,2,stockout
297,19,129,Pantry Staples and Packaged Goods,,1,outside
297,19,129,Meat and Poultry,MP-PRM-007,2,budget
297,19,129,Snacks and Confectionery,,1,budget
297,19,151,Bakery and Bread,,2,outside
297,19,151,Beverages (Non-Alcoholic),,2,outside
297,19,151,Meat and Poultry,,2,outside
297,19,151,Pantry Staples and Packaged Goods,PP-CNG-004,4,budget
297,19,151,Seafood,,1,budget
297,19,151,Snacks and Confectionery,,2,budget
297,19,237,Meat and Poultry,MP-PRM-007,6,budget
297,19,237,Bakery and Bread,,6,budget
297,19,237,Dairy and Eggs,,12,budget
297,19,237,Pantry Staples and Packaged Goods,,7,budget
297,19,237,Fresh Produce,,9,budget
297,19,237,Seafood,,2,budget
297,19,237,Snacks and Confectionery,,1,budget
297,19,237,Beverages (Non-Alcoholic),,2,budget
297,20,41,Bakery and Bread,,12,closed
297,20,41,Dairy and Eggs,,9,closed
297,20,41,Frozen Foods,,6,closed
297,20,41,Snacks and Confectionery,,1,closed
297,20,41,Personal Care and Health,,2,closed
297,20,41,Meat and Poultry,,5,closed
297,20,41,Pantry Staples and Packaged Goods,,2,closed
297,20,41,Beverages (Non-Alcoholic),,4,closed
297,20,41,Fresh Produce,,3,closed
297,20,41,Seafood,,1,closed
297,23,11,Dairy and Eggs,,12,closed
297,23,11,Fresh Produce,,6,closed
298,0,138,Bakery and Bread,,4,closed
298,0,138,Seafood,,1,closed
298,0,138,Meat and Poultry,,2,closed
298,0,138,Beverages (Non-Alcoholic),,2,closed
298,0,138,Pantry Staples and Packaged Goods,,4,closed
298,0,138,Fresh Produce,,4,closed
298,0,138,Frozen Foods,,2,closed
298,0,138,Dairy and Eggs,,4,closed
298,6,228,Alcoholic Beverages,,1,closed
298,6,228,Bakery and Bread,,8,closed
298,6,228,Dairy and Eggs,,11,closed
298,6,228,Pantry Staples and Packaged Goods,,4,closed
298,6,228,Fresh Produce,,6,closed
298,6,228,Meat and Poultry,,6,closed
298,6,228,Personal Care and Health,,1,closed
298,6,228,Frozen Foods,,5,closed
298,6,228,Beverages (Non-Alcoholic),,4,closed
298,6,228,Household and Cleaning Supplies,,1,closed
298,8,94,Snacks and Confectionery,,2,outside
298,8,247,Bakery and Bread,,13,outside
298,8,247,Pantry Staples and Packaged Goods,,5,outside
298,8,247,Snacks and Confectionery,,1,outside
298,9,16,Alcoholic Beverages,,1,outside
298,9,16,Snacks and Confectionery,SC-NUT-011,1,budget
298,9,16,Dairy and Eggs,,7,budget
298,9,16,Personal Care and Health,,1,budget
298,9,16,Frozen Foods,,5,budget
298,9,16,Seafood,,1,budget
298,9,16,Fresh Produce,,4,budget
298,9,16,Bakery and Bread,,3,budget
298,9,16,Beverages (Non-Alcoholic),,1,budget
298,9,66,Seafood,SF-SPR-004,1,budget
298,9,66,Snacks and Confectionery,,1,budget
298,9,66,Household and Cleaning Supplies,,1,budget
298,9,66,Meat and Poultry,,3,budget
298,9,66,Frozen Foods,,6,budget
298,9,66,Fresh Produce,,2,budget
298,9,66,Dairy and Eggs,,12,budget
298,9,66,Pantry Staples and Packaged Goods,,2,budget
